probe,pvalue,Primary.solid.Tumor_Minus_Solid.Tissue.Normal,adjust.p
cg01520454,6.661652320874988e-6,-0.33025643125537285,1.0692871042165657e-5
cg18435782,9.867016595208822e-14,-0.20097860831324754,3.5266222449401023e-13
cg12656307,1.9476995113577228e-10,-0.21234788646928887,5.334040707241036e-10
cg22682172,4.3502759617007734e-5,-0.17621352115303146,6.125972911009353e-5
cg25880537,7.451726986214517e-9,-0.21024364452330724,1.7291696596621582e-8
cg25730685,0.9999994432127122,0.010215073225411191,1
cg16691821,0.7463284771791157,0.010081382642095071,0.7771951487661531
cg13183298,0.0028215199763684013,-0.06775758127489823,0.0033298667758915952
cg15496335,5.482945965071968e-4,-0.10532613988510131,6.821334692534225e-4
cg12728061,2.970776398721603e-6,-0.05063791816724958,5.041951493604974e-6
cg25390413,6.538146918047813e-9,-0.14122337106573113,1.5276805887460747e-8
cg03722487,1.9932716906734044e-24,-0.3587647166574419,1.9664616036058673e-23
cg12644668,7.160399752383025e-19,-0.27726576679164006,3.909253845394875e-18
cg24314879,1.1464628968849792e-12,-0.1595964802968654,3.748222688071627e-12
cg19911801,0.40075078069612957,-0.004730486045043114,0.42307044244954356
cg15574442,5.516173020678892e-12,-0.25910623958655143,1.7012401985165063e-11
cg27573975,2.2665889334520472e-12,-0.3625991289702107,7.241923353662128e-12
cg20816361,2.2645386350958856e-5,-0.15095499767705617,3.339402690040873e-5
cg25842470,0.01080664657496847,-0.04940785478631171,0.0122683800618922
cg12582330,6.70687605617326e-9,-0.09780210334335035,1.5627762302160624e-8
cg04835685,4.0967913618375594e-20,-0.31105325505448367,2.4771638091110977e-19
cg05392440,0.01334035911364274,-0.0019776068090555862,0.01504357341224285
cg15325070,6.244761693190435e-4,-0.07717893016167138,7.740567947400634e-4
cg20848441,2.507802024300302e-5,-0.3122374167851083,3.6555382917633736e-5
cg23640231,8.98755340386593e-8,-0.28291720083245236,1.855814270786025e-7
cg24412662,3.2945184539299345e-50,-0.6735350846264623,5.557852631779799e-47
cg27537199,5.786271350882655e-14,-0.09592200961603606,2.103758570892034e-13
cg00050294,4.440329090004865e-9,-0.5000919500512746,1.0565352855907204e-8
cg13300670,1.5672992763640245e-5,-0.30745968243377053,2.3798684781513135e-5
cg10636760,3.7162857374077023e-10,-0.5861894992434775,9.873029982687863e-10
cg06201717,4.398190904715674e-11,-0.49763823285566827,1.2814763482306292e-10
cg18509466,7.646728376256962e-5,-0.029739206554292713,1.0428480817094176e-4
cg22726349,0.16263070927756962,-0.0070314136086467305,0.1750848797391576
cg25008795,1.542833378312063e-27,-0.3745969564919499,2.1160649668393905e-26
cg12436196,2.4753222950983465e-5,-0.10770723064200821,3.6154707461739486e-5
cg08262220,4.608109628466778e-5,-0.1272999249166386,6.46207892204776e-5
cg22506548,7.328936559068965e-8,-0.1654217462665934,1.5339846123014077e-7
cg10572807,2.10898928833856e-16,-0.3763608260702416,9.24120760890169e-16
cg11837181,2.3435371783215286e-11,-0.33135792429586153,6.948237644689663e-11
cg24678113,7.45517795120765e-41,-0.4526389343288377,8.842584018409999e-39
cg22226775,1.283944372394835e-7,-0.3773708370821067,2.600257090312229e-7
cg12599275,5.034515789480311e-41,-0.44855962687862294,6.533252412964065e-39
cg10520026,1.2896034282309554e-13,-0.47551260188959404,4.54188096748564e-13
cg21604357,1.75469043790911e-37,-0.5508124579086129,9.548912157266673e-36
cg12905252,2.2316571515118046e-11,-0.5474673732364215,6.628178898944392e-11
cg27444751,3.975794817117637e-26,-0.4286302851172127,4.756855217359897e-25
cg26407161,9.516418875189451e-10,-0.33769792790113057,2.417801000368163e-9
cg22615510,4.311477577455967e-16,-0.41799994075290214,1.8413829552324598e-15
cg10097755,2.7989599111580588e-33,-0.396317582811476,8.00312774597228e-32
cg05223638,1.3071405061786659e-17,-0.5112083650187316,6.428997183450173e-17
cg16348158,2.3330737055607547e-4,-0.09686047419659628,3.009094297615438e-4
cg07168837,4.677789397562472e-13,-0.45890114678434646,1.5814490408192166e-12
cg24741666,1.0322328808976672e-7,-0.17062748176142578,2.1133214442650057e-7
cg17033287,1.412734926346825e-9,-0.12982751153241553,3.536029407636638e-9
cg17455155,7.943551990664264e-8,-0.5162454215744089,1.656461336001312e-7
cg19866637,2.728390625880879e-23,-0.5391921980885248,2.3129623044527853e-22
cg05343184,1.043360164049063e-21,-0.6374428751865577,7.395582339288946e-21
cg03226435,2.781406490777224e-7,-0.35676996957253765,5.430824942061548e-7
cg19243842,5.392898026584767e-11,-0.33405568562485166,1.5605178337647517e-10
cg22510139,5.8299719055119355e-9,-0.24983860971848681,1.3717102656343982e-8
cg14516243,7.89673993581057e-6,-0.31106351505654695,1.2555890925270906e-5
cg13388191,1.2277424427323053e-12,-0.1452744639312696,3.998458495925481e-12
cg24045378,2.6202275770334885e-7,-0.312519261938494,5.127985988927489e-7
cg07622451,4.3054653349576756e-24,-0.45850116440662136,4.012883988990939e-23
cg18145414,1.1356404864567067e-17,-0.3280001332552249,5.65140265679193e-17
cg05755889,3.135046314254233e-25,-0.4613966971181447,3.305514457591807e-24
cg20699701,4.585934692148626e-16,-0.35975443146095343,1.9438371421243048e-15
cg13393782,3.052854810712211e-6,-0.383721727926701,5.165663054836008e-6
cg14966901,2.25504650796178e-4,-0.08794133419092015,2.9173799531683457e-4
cg07209071,0.011219586730061633,-0.041178732268524976,0.012703766271024914
cg18147147,2.7458533157128368e-5,-0.047876682527604075,3.9761841576030524e-5
cg15391425,1.0058395535296527e-19,-0.5667638197024962,5.871457878216346e-19
cg02892384,1.9700333952067077e-33,-0.40829040256073024,5.740029391280616e-32
cg14380230,2.2526751217793855e-7,-0.3069189321840168,4.418910384234678e-7
cg26153353,2.352269707102821e-15,-0.42873797209273623,9.493490420771434e-15
cg16555926,8.274997889131661e-32,-0.44267566721949864,1.8129768102552094e-30
cg12408250,5.705711136568954e-19,-0.29764289193904653,3.135353318368673e-18
cg22729726,1.6248667614425156e-9,-0.3406684947668553,4.037040098016971e-9
cg26044566,5.577497093911004e-17,-0.47761082159915913,2.5638249584272106e-16
cg19706803,2.748903543108562e-22,-0.5301135464356774,2.1175343731617097e-21
cg26913155,9.030298498190672e-20,-0.44902256703369325,5.345303005771111e-19
cg02769687,6.605793285875806e-15,-0.39174558608637855,2.5916216914587172e-14
cg22031783,2.2664647547238372e-36,-0.6316514873736829,1.0333854165457063e-34
cg09119863,1.464054783693461e-14,-0.4208020338558408,5.58834109331682e-14
cg16386396,4.923021156627353e-5,-0.40227770049133177,6.880809189088936e-5
cg22720392,2.391620640465477e-6,-0.2910249032424357,4.104439491826306e-6
cg17489690,3.134869692775656e-23,-0.46984326757932526,2.6311070506032496e-22
cg15727188,5.367323689674245e-13,-0.4997954477408046,1.803720132366624e-12
cg23265656,1.827602253488791e-12,-0.4296878292265219,5.861530421360439e-12
cg20429350,5.079786145946197e-12,-0.5248525984805168,1.5695236681705558e-11
cg25150520,1.7345577230796905e-6,-0.4181572829884952,3.0417867763362138e-6
cg24499605,1.1775242339951657e-5,-0.33556206689801,1.830860260598935e-5
cg23631759,8.664328184484267e-5,-0.4399335154882979,1.1740338672469846e-4
cg24851370,5.676246719372198e-8,-0.41553150004204387,1.2060237047331105e-7
cg11672390,0.037413026097943974,-0.0218197362338598,0.04130613548902584
cg24939838,0.6267311494815173,0.008482759858485234,0.6562976096681066
cg20165545,1.1622722448331556e-6,-0.2604318333083045,2.0814790626682946e-6
cg19904265,2.4082347188633777e-6,-0.3125405045580434,4.124560376368039e-6
cg09891226,3.6396556809469146e-31,-0.6032896795754792,7.580369300935117e-30
cg00329272,6.864176368410393e-39,-0.43553317952882675,5.514221682623016e-37
cg12660813,7.080013178377532e-7,-0.2280337543699939,1.312525519991527e-6
cg02067098,8.031154322901064e-19,-0.40918574823936676,4.356449306345368e-18
cg23034362,1.0642250356225987e-7,-0.054468550928196774,2.1728857868874182e-7
cg17421241,1.7968795940442607e-9,-0.3678425937057841,4.431777595252438e-9
cg15823330,1.5244174490500282e-9,-0.50731527432332,3.7986591381793164e-9
cg21160149,1.2100456555381593e-14,-0.22273894168810227,4.681988580029529e-14
cg15605124,4.334315582152696e-6,-0.09598080769766543,7.173848102785927e-6
cg16394551,0.010536938659438791,-0.03557838545104004,0.01197024614038602
cg15491247,0.0031693968084599484,-0.044353217099508624,0.0037078865574701335
cg17435683,1.1758562459209906e-7,-0.28924690932416475,2.3896797651224084e-7
cg06703375,7.286192458386227e-26,-0.4079609113780535,8.53597685923442e-25
cg13875033,2.6793997877987415e-14,-0.07344282500566375,9.978250423877433e-14
cg18369939,0.21821186649707774,-0.005814445723630046,0.23343273226415356
cg13689309,9.039296954355409e-7,-0.443320370892462,1.6467920045353753e-6
cg16059167,3.3843529007178107e-9,-0.4017282802302639,8.121484130172044e-9
cg21848084,2.2572012070963317e-17,-0.4085597682331619,1.0756775243987321e-16
cg26004086,0.007132548499747698,-0.1378655976794469,0.008163235630308255
cg27187555,4.588023153455747e-5,-0.19564107744701745,6.439263776938308e-5
cg17493795,2.687116732205518e-7,-0.3423499962516592,5.252799452179269e-7
cg06258549,1.676783689770372e-27,-0.2995767643005863,2.2812371650343694e-26
cg06911744,2.5118295303265206e-6,-0.38055879095282075,4.288923499656721e-6
cg26000536,2.2327769895794852e-9,-0.238779560288632,5.451077831288845e-9
cg12593511,1.2912662794413736e-4,-0.45380671991101296,1.7152489869429898e-4
ch.1.131529R,0.01035406076166852,-0.010557344150358028,0.011778355026928384
cg08831401,4.997610371730044e-5,-0.3793739022285134,6.967742724883128e-5
cg16176095,6.64257865945327e-17,-0.41971877248258316,3.0368645524383923e-16
cg15385853,6.811891945168628e-22,-0.5049382238575679,4.953302461853222e-21
cg00251678,4.915568515903839e-7,-0.24946952612884932,9.244776015975225e-7
cg15059176,3.6008697222805416e-7,-0.3152027993280543,6.903030933508265e-7
cg15386853,4.704387602471243e-10,-0.4936546031496204,1.2361840942942347e-9
cg25783497,1.0074699469804196e-33,-0.42473183120922353,3.090185091919942e-32
cg10519004,5.442988899453694e-6,-0.409458601523154,8.880389045820485e-6
cg17286074,7.547006499332513e-12,-0.5047846343771809,2.314464507103824e-11
cg23999080,2.1612860085273572e-6,-0.22985154202997798,3.73957897065195e-6
cg23738647,1.8672588664962725e-6,-0.21092986432777822,3.257565364818213e-6
cg25362585,3.700988501883768e-7,-0.40421130628290497,7.07887483296816e-7
cg14841011,3.886039881915121e-20,-0.17579693433664367,2.36669649126022e-19
cg17412901,9.393857246028584e-6,-0.25654158957418266,1.4783057065345356e-5
cg09788762,1.4039555029278275e-28,-0.44014288699203025,2.1930304939252267e-27
cg04483711,2.1450402068834984e-9,-0.35452402001554656,5.2444678681340026e-9
cg11251399,5.102675778258503e-36,-0.41113603785696134,2.207234368697973e-34
cg01930478,7.472452197963289e-10,-0.1890226183175039,1.923421495384254e-9
cg21197219,5.580327701779337e-7,-0.11532620643737743,1.0436821322507474e-6
cg26786407,6.197036312767195e-22,-0.38742302016768726,4.5257143981118e-21
cg18024358,2.327188942718234e-6,-0.11443560045137507,4.006089537107817e-6
cg21156590,1.8818101198587153e-6,-0.21645851488815882,3.276175100311303e-6
cg01941754,4.473484262794145e-22,-0.3768218204311097,3.339277854572444e-21
cg01973174,3.41354200766392e-13,-0.2543325341447603,1.1657176856131646e-12
cg27450668,1.7964622194770676e-7,-0.39136858158044824,3.5738582125681756e-7
cg22791030,8.700728448452082e-8,-0.3427953021007871,1.8032099376583125e-7
cg21811896,1.6712351345621568e-17,-0.3588674211972086,8.101648482776892e-17
cg27637706,1.116917138223459e-13,-0.3759728583861921,3.9584857398802e-13
cg12612393,6.48409558121339e-16,-0.3544053469327003,2.70759139740272e-15
cg22335847,1.2672912306324386e-29,-0.38859791732568055,2.2504424274493934e-28
cg20000908,3.470793917955603e-9,-0.33623581871921115,8.317087130100999e-9
cg08115476,2.8465107098177754e-9,-0.20470737810032236,6.909443981960557e-9
cg27306802,1.3822394477523494e-6,-0.2606651677257479,2.4597446712639383e-6
cg17153775,2.0764452889915722e-26,-0.3809162732887206,2.5757082371535163e-25
cg03957235,4.8679905268116914e-24,-0.36491965198361154,4.4875956386509966e-23
cg04549679,2.4978947763572613e-24,-0.4048894384052999,2.4358083744015603e-23
cg20628733,4.341186533264678e-12,-0.19747645472861108,1.3487259082168528e-11
cg27055894,0.00041569291773210705,-0.07431722122255799,5.233387703090035e-4
cg25593794,5.092569812895269e-7,-0.09222192100497256,9.535144588628546e-7
cg17967071,1.1590279799403978e-22,-0.42995505844879206,9.136823374576874e-22
cg11970695,1.81905566114231e-6,-0.09753152121301192,3.180048601395935e-6
cg22039909,6.517778663571383e-8,-0.23724035393147985,1.3710090530479952e-7
cg26020826,1.4491330763917226e-6,-0.18100439473108676,2.5706493163752222e-6
cg23698560,3.9966615470136694e-24,-0.35390364185735856,3.7457600165622556e-23
cg00935967,2.1182573529889233e-29,-0.5458335180271541,3.6840207778271273e-28
cg07115817,5.273078965713891e-31,-0.45539151954140317,1.0848395384340652e-29
cg17876128,7.43229178208477e-7,-0.40457863074051525,1.3733051737543272e-6
cg08847614,4.3386670265959716e-44,-0.5720599361731391,1.4638662547734809e-41
cg25469923,1.9306099126365533e-10,-0.4124571151213936,5.295835646533114e-10
cg13443938,3.4924432537078273e-7,-0.3769660160474371,6.710423427112875e-7
cg16686279,7.046837348907586e-7,-0.2674833471423567,1.3078123880755882e-6
cg24699985,4.688007655709673e-4,-0.12624034023758604,5.862615948986077e-4
cg12699274,0.0028245639337883066,-0.06196193593148154,0.0033298667758915952
cg13224197,5.791998101886063e-12,-0.42088454477324005,1.783047590854341e-11
cg00546971,8.935160376190854e-8,-0.4563207528283852,1.8472568081659277e-7
cg21271015,7.288019281142144e-17,-0.3760499338410914,3.313986125953315e-16
cg15645728,1.282512917118194e-8,-0.40478774165769016,2.8847990549045242e-8
cg13056990,8.10238929711856e-34,-0.6389565980079789,2.5312464341183355e-32
cg11380667,3.2595517102909612e-24,-0.34169902174447864,3.1067026752886167e-23
cg24525286,8.696834185007272e-35,-0.4097973458725245,3.0565748479390143e-33
cg21267167,3.473775567529768e-39,-0.46574483402311884,2.930129691211359e-37
cg21913897,7.855241626062565e-23,-0.49406612336702405,6.310377439603595e-22
cg24350011,2.5910408272762123e-21,-0.47826592664256296,1.776864177079256e-20
cg20995977,3.839316072619165e-11,-0.4831027639314578,1.1225175415092775e-10
cg18947954,4.2767211279970865e-8,-0.24908096018645506,9.190864385899471e-8
cg09234698,2.1916322442301636e-36,-0.5460480473588644,1.0270232211156352e-34
cg13067635,1.3413855873538903e-5,-0.378480995668661,2.062823596960814e-5
cg11968318,5.220125592665402e-15,-0.3236721315313753,2.062377488249774e-14
cg24005842,9.536707769898357e-5,-0.08131169430570542,1.2870740806254823e-4
cg15699050,3.2717866855950692e-21,-0.3143273869854245,2.2166683287545708e-20
cg09247779,7.103264637015336e-11,-0.16215082343721443,2.024190446392715e-10
cg16430402,0.016486375897315192,-0.02366325565996219,0.0184923644539699
cg20277740,1.0933043192033265e-11,-0.1336037271506596,3.3113184676768615e-11
cg23968579,1.235860058378951e-13,-0.235132572292754,4.361706942437846e-13
cg21470600,7.075372435830239e-8,-0.3988904380913544,1.4827519626392066e-7
cg01907457,1.3331506152499958e-20,-0.4747599504506238,8.650096492025935e-20
cg22235088,0.055570866489014166,-0.1311240841812361,0.06071765010813919
cg16603374,3.1287350971695306e-6,-0.1070690382518252,5.283459568493492e-6
cg00223046,8.142750928663301e-11,-0.3313772779739514,2.3164959218642476e-10
cg00773460,1.5916847577210976e-6,-0.2693566611339878,2.8116986243722424e-6
cg11194299,2.8126398502112046e-35,-0.4742572092977757,1.1297436731681672e-33
cg25880365,7.696637906559927e-21,-0.31970260041137566,5.0918541758300374e-20
cg13839957,5.900677327857189e-9,-0.2652002814998136,1.3825614794576496e-08
cg01295264,2.2081142555598195e-10,-0.38791077450164707,6.001071075553234e-10
cg17133774,1.236346127191803e-4,-0.20437040065077122,1.6448863695367284e-4
cg00883218,0.8829492491888704,0.03161108089599035,0.9132651032382737
cg26250989,5.847039983124215e-17,-0.4488732625231691,2.6804229487854756e-16
cg04354126,8.266170739675504e-17,-0.2948142396999496,3.7186746767553534e-16
cg00506442,2.757978519681518e-5,-0.07921093990029648,3.990317120671287e-5
cg17162028,4.5211811744063556e-11,-0.14322216715200253,1.3150401105557796e-10
cg18167466,5.950696661272509e-8,-0.21410592900003222,1.2579981538304166e-7
cg16733136,3.019060308928946e-7,-0.13718114502004553,5.854200851911647e-7
cg27428051,2.1926234299431036e-10,-0.30274307113197463,5.975695842187424e-10
cg26681193,1.6449344545861255e-14,-0.20764711780110823,6.264118340602244e-14
cg21922810,1.7789980016396254e-4,-0.2927260985679405,2.3319111334623528e-4
cg26250086,3.0863416869497857e-10,-0.21116630414126641,8.251439660672406e-10
cg26669159,0.013666131102678397,-0.025676059761427006,0.015390362596941558
cg27551706,2.033921116027455e-25,-0.2840361724881839,2.199503155601485e-24
cg15484597,3.1168784338169633e-25,-0.4139296202413793,3.305514457591807e-24
cg14836248,0.02123060132693591,-0.05332410992468915,0.023625345935712985
cg24513014,9.483033622160193e-10,-0.4078360681639367,2.416597842988557e-9
cg26253070,4.202159100034953e-29,-0.45761557259734936,7.089042401758966e-28
cg17079374,1.8728094712004267e-6,-0.3506187925710692,3.2638735309040494e-6
cg12710648,3.247223447158909e-5,-0.3199452266464503,4.65031065819786e-5
cg24999973,2.4854188523869247e-20,-0.4156239336400973,1.5471961638290562e-19
cg12097989,1.8534177305990966e-24,-0.4103525988223471,1.839244536188633e-23
cg23972860,7.804332199415867e-35,-0.4527276272007413,2.801257110726504e-33
cg08647349,1.4667007201546038e-4,-0.09574688931342062,1.9391254818971917e-4
cg19726343,6.580224629783559e-6,-0.44899438017692744,1.0602520487530913e-5
cg24634746,5.5521881961389154e-5,-0.32077208823034437,7.70908764352786e-5
cg18795022,3.207677488054279e-33,-0.5813146700471254,8.87106872515995e-32
cg20313951,3.485450193371777e-25,-0.37068881640953477,3.652145637402601e-24
cg10176514,1.2208623454030866e-22,-0.2787480514290349,9.579510589279103e-22
cg23889047,8.894560266498925e-6,-0.11910435960543861,1.4049740795490343e-5
cg21942218,1.1380136658826432e-32,-0.4491401741038593,2.7039845835831257e-31
cg07344096,7.213354770932105e-36,-0.3982837655704752,3.042232374640615e-34
cg22127730,2.619982253011091e-30,-0.5771719839886266,4.966191079583944e-29
cg23937295,3.7384670834246744e-11,-0.17051113497266931,1.0949295086349698e-10
cg14150803,6.002367418507867e-11,-0.21279097367109595,1.7279852960789714e-10
cg18165065,1.0170914159433184e-6,-0.4404862167057773,1.8370805339361651e-6
cg19274341,1.8207702109639926e-4,-0.2308111475634786,2.382963030175528e-4
cg18376288,0.23093035016164776,-0.0059672831132245585,0.24688181287877042
cg11734367,4.385643533493533e-21,-0.38410594746519444,2.959432256401436e-20
cg12749164,2.4265252843002194e-5,-0.1519248218682417,3.5503453205676237e-5
cg20014974,1.9225187040912988e-11,-0.19013728040167874,5.720086514642012e-11
cg21279510,0.9999999995648088,0.14785723116509475,1
cg04508870,2.1581682190638447e-5,-0.33614085575168673,3.207779546749521e-5
cg19081390,1.1729093626176471e-17,-0.421825881020008,5.812906300631552e-17
cg20936321,4.846742960150435e-8,-0.2978407599968337,1.0363061310232932e-7
cg03989270,2.613335048992551e-20,-0.34870020320294814,1.620844201342071e-19
cg26915618,2.182625296543043e-5,-0.07686147231250362,3.2327382574785894e-5
cg13081009,0.7743449827706474,0.015122094994515778,0.8058729092745726
cg18645642,0.9543238394200239,0.05377778504746833,0.9792848644170197
cg17442683,3.02454747815233e-17,-0.34668675168477947,1.421284567031471e-16
cg19371916,0.008913811616768134,-0.0627619190804812,0.010167410545968791
cg14565651,1.4111627616039447e-6,-0.2604825263887428,2.5085685762127026e-6
cg08940853,0.2403916112283866,-0.0031688581872820684,0.25667129629258745
cg13693328,1.1478268415272663e-6,-0.25343388092870445,2.057793710580763e-6
cg24577933,7.152158739856251e-4,-0.08257665369642143,8.81350751945763e-4
cg19988763,5.9703763910010173e-5,-0.021810900248629604,8.255758173457963e-5
cg02276314,5.397824882864696e-6,-0.11018004598481634,8.823769939334052e-6
cg25755851,5.175125720652251e-5,-0.203471813421578,7.197392490305315e-5
cg01980735,9.158589314109418e-15,-0.19167245418267143,3.576513928912636e-14
cg17489312,6.00488524690611e-10,-0.3744882513095279,1.5584986786970165e-9
cg26363759,1.432130485431709e-4,-0.3315472869011999,1.8963925658738563e-4
cg06349050,1.6446412550273215e-20,-0.38414077908142374,1.0509506807693529e-19
cg14669515,5.1871706247690806e-8,-0.29785287623822654,1.1062903721852641e-7
cg24597774,1.3776447860407216e-11,-0.7467390442283202,4.128040415720599e-11
cg12430302,1.1028316878208748e-25,-0.38187932350092396,1.2486423203716884e-24
cg20432384,1.1748733359693528e-10,-0.23635641702230437,3.29237760428621e-10
cg21686171,7.733533643478445e-21,-0.5116572473319073,5.096277834589116e-20
cg13225830,1.513560683353056e-8,-0.2253127294645072,3.368571072317422e-8
